idx,id,bbox
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000018.npy,0 0.765625 0.33984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000019.npy,0 0.40625 0.18359375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000019.npy,0 0.677734375 0.724609375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000019.npy,0 0.76171875 0.33984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000020.npy,0 0.40625 0.193359375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000020.npy,0 0.66796875 0.7265625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000020.npy,0 0.755859375 0.34765625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000021.npy,0 0.408203125 0.203125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000021.npy,0 0.638671875 0.73046875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000021.npy,0 0.650390625 0.734375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000021.npy,0 0.666015625 0.71875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000021.npy,0 0.74609375 0.36328125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000021.npy,0 0.79296875 0.453125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000022.npy,0 0.41015625 0.22265625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000022.npy,0 0.599609375 0.73046875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000022.npy,0 0.619140625 0.73828125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000022.npy,0 0.662109375 0.705078125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000022.npy,0 0.787109375 0.4765625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000023.npy,0 0.56640625 0.712890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000023.npy,0 0.5859375 0.73046875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000023.npy,0 0.662109375 0.69921875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000023.npy,0 0.6640625 0.6796875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000023.npy,0 0.783203125 0.50390625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000024.npy,0 0.25390625 0.546875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000024.npy,0 0.658203125 0.68359375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000024.npy,0 0.66015625 0.6640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000024.npy,0 0.74609375 0.548828125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000024.npy,0 0.7734375 0.53515625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.26953125 0.5625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.298828125 0.572265625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.658203125 0.6640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.662109375 0.6484375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.669921875 0.62890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.6953125 0.603515625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.7109375 0.59375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.73046875 0.59375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000025.npy,0 0.74609375 0.578125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000026.npy,0 0.3046875 0.572265625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000026.npy,0 0.662109375 0.640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000026.npy,0 0.669921875 0.625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000026.npy,0 0.67578125 0.59375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000026.npy,0 0.689453125 0.625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000026.npy,0 0.70703125 0.609375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000027.npy,0 0.65625 0.57421875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000027.npy,0 0.677734375 0.58203125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000027.npy,0 0.6953125 0.595703125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000028.npy,0 0.33203125 0.46875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000028.npy,0 0.6484375 0.5625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000028.npy,0 0.6640625 0.5703125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000028.npy,0 0.6796875 0.578125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.365234375 0.455078125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.38671875 0.451171875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.4140625 0.44921875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.58984375 0.53125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.611328125 0.5390625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.62890625 0.548828125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000029.npy,0 0.6484375 0.5625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.408203125 0.44921875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.4375 0.4453125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.47265625 0.435546875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.529296875 0.509765625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.5546875 0.517578125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.58203125 0.525390625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000030.npy,0 0.60546875 0.533203125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000031.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000002_00000691/H1_00000002_00000691_00000032.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000001.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000002.npy,0 0.4609375 0.255859375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000002.npy,0 0.478515625 0.2421875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000002.npy,0 0.486328125 0.203125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000002.npy,0 0.486328125 0.220703125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000003.npy,0 0.4765625 0.275390625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000003.npy,0 0.4921875 0.1875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000003.npy,0 0.4921875 0.265625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000003.npy,0 0.5 0.205078125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000003.npy,0 0.501953125 0.2265625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000003.npy,0 0.501953125 0.24609375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000004.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000005.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000006.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000007.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000008.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000009.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000010.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000011.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000012.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000013.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000014.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000015.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000016.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000017.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000018.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000019.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000020.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000021.npy,0 0.71484375 0.3515625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000022.npy,0 0.69921875 0.37890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000022.npy,0 0.708984375 0.361328125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000023.npy,0 0.697265625 0.412109375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000023.npy,0 0.69921875 0.3828125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000024.npy,0 0.68359375 0.46484375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000024.npy,0 0.6953125 0.4453125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000024.npy,0 0.701171875 0.423828125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000025.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000026.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000027.npy,0 0.583984375 0.591796875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000027.npy,0 0.595703125 0.564453125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000027.npy,0 0.607421875 0.5390625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000027.npy,0 0.619140625 0.517578125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000028.npy,0 0.58203125 0.60546875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000028.npy,0 0.59375 0.587890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000028.npy,0 0.6015625 0.56640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000003_00000084/H1_00000003_00000084_00000028.npy,0 0.609375 0.55078125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000001.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000002.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000003.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000004.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000005.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000006.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000007.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000008.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000009.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000010.npy,0 0.69140625 0.33203125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000010.npy,0 0.708984375 0.341796875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000010.npy,0 0.71484375 0.32421875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000010.npy,0 0.720703125 0.306640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000011.npy,0 0.7109375 0.33984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000011.npy,0 0.7265625 0.33984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000012.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000013.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000014.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000015.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000016.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000017.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000018.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000019.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000020.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000021.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000022.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000023.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000024.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000025.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000026.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000027.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000028.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000029.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000004_00000170/H1_00000004_00000170_00000030.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000001.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000002.npy,0 0.4375 0.78515625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000003.npy,0 0.431640625 0.7890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000004.npy,0 0.431640625 0.80859375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000004.npy,0 0.4375 0.79296875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000005.npy,0 0.4140625 0.830078125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000005.npy,0 0.421875 0.81640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000005.npy,0 0.43359375 0.8046875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000006.npy,0 0.419921875 0.83203125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000006.npy,0 0.419921875 0.8515625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000006.npy,0 0.4296875 0.81640625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000007.npy,0 0.423828125 0.826171875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000007.npy,0 0.42578125 0.849609375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000007.npy,0 0.42578125 0.87109375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000008.npy,0 0.421875 0.83984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000008.npy,0 0.421875 0.87890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000008.npy,0 0.42578125 0.857421875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000009.npy,0 0.41015625 0.88671875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000009.npy,0 0.41796875 0.833984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000009.npy,0 0.41796875 0.8515625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000009.npy,0 0.41796875 0.87109375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000010.npy,0 0.404296875 0.892578125 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000010.npy,0 0.41015625 0.875 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000010.npy,0 0.41796875 0.859375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000010.npy,0 0.421875 0.83984375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000011.npy,0 0.40234375 0.896484375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000011.npy,0 0.404296875 0.87890625 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000011.npy,0 0.41015625 0.859375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000011.npy,0 0.4140625 0.84375 0.03125 0.03125
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000012.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000013.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000014.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000015.npy,
1,/home/ubuntu/dlcv_final/skull/train/H1_00000005_00000490/H1_00000005_00000490_00000016.npy,
