id,label,coords
H1_00000016_00000964_00000026,-1,
H1_00000016_00000964_00000027,-1,
H1_00000016_00000964_00000028,-1,
H1_00000017_00000970_00000001,1,311 74 330 130 379 143
H1_00000017_00000970_00000002,1,290 126 298 114 322 152 329 137 335 119 376 140 406 174
H1_00000017_00000970_00000003,1,327 122 345 123
H1_00000017_00000970_00000004,1,349 121
H1_00000017_00000970_00000005,1,354 120
H1_00000017_00000970_00000006,1,356 118 362 106
H1_00000017_00000970_00000007,-1,
H1_00000017_00000970_00000008,-1,
H1_00000017_00000970_00000009,-1,
H1_00000017_00000970_00000010,-1,
H1_00000017_00000970_00000011,-1,
H1_00000017_00000970_00000012,-1,
H1_00000017_00000970_00000013,-1,
H1_00000017_00000970_00000014,-1,
H1_00000017_00000970_00000015,-1,
H1_00000017_00000970_00000016,-1,
H1_00000017_00000970_00000017,-1,
H1_00000017_00000970_00000018,-1,
H1_00000017_00000970_00000019,-1,
H1_00000017_00000970_00000020,-1,
H1_00000017_00000970_00000021,-1,
H1_00000017_00000970_00000022,-1,
H1_00000017_00000970_00000023,-1,
H1_00000017_00000970_00000024,-1,
H1_00000017_00000970_00000025,-1,
H1_00000017_00000970_00000026,-1,
H1_00000017_00000970_00000027,-1,
H1_00000018_00000665_00000001,-1,
H1_00000018_00000665_00000002,1,376 206 388 228
H1_00000018_00000665_00000003,1,372 192
H1_00000018_00000665_00000004,-1,
H1_00000018_00000665_00000005,-1,
H1_00000018_00000665_00000006,-1,
H1_00000018_00000665_00000007,-1,
H1_00000018_00000665_00000008,-1,
H1_00000018_00000665_00000009,-1,
H1_00000018_00000665_00000010,-1,
H1_00000018_00000665_00000011,-1,
H1_00000018_00000665_00000012,-1,
H1_00000018_00000665_00000013,-1,
H1_00000018_00000665_00000014,-1,
H1_00000018_00000665_00000015,-1,
H1_00000018_00000665_00000016,-1,
H1_00000018_00000665_00000017,-1,
H1_00000018_00000665_00000018,-1,
H1_00000018_00000665_00000019,-1,
H1_00000018_00000665_00000020,-1,
H1_00000018_00000665_00000021,-1,
H1_00000018_00000665_00000022,-1,
H1_00000018_00000665_00000023,-1,
H1_00000018_00000665_00000024,-1,
H1_00000018_00000665_00000025,-1,
H1_00000018_00000665_00000026,-1,
H1_00000018_00000665_00000027,-1,
H1_00000018_00000665_00000028,-1,
H1_00000018_00000665_00000029,-1,
H1_00000019_00000529_00000001,0,
H1_00000019_00000529_00000002,0,
H1_00000019_00000529_00000003,0,
H1_00000019_00000529_00000004,0,
H1_00000019_00000529_00000005,0,
H1_00000019_00000529_00000006,0,
H1_00000019_00000529_00000007,0,
H1_00000019_00000529_00000008,0,
H1_00000019_00000529_00000009,0,
H1_00000019_00000529_00000010,0,
H1_00000019_00000529_00000011,0,
H1_00000019_00000529_00000012,0,
H1_00000019_00000529_00000013,0,
H1_00000019_00000529_00000014,0,
H1_00000019_00000529_00000015,0,
H1_00000019_00000529_00000016,0,
H1_00000019_00000529_00000017,0,
H1_00000019_00000529_00000018,0,
H1_00000019_00000529_00000019,0,
H1_00000019_00000529_00000020,0,
H1_00000019_00000529_00000021,0,
H1_00000019_00000529_00000022,0,
H1_00000019_00000529_00000023,0,
H1_00000019_00000529_00000024,0,
H1_00000019_00000529_00000025,0,
H1_00000019_00000529_00000026,0,
H1_00000019_00000529_00000027,0,
H1_00000019_00000529_00000028,0,
H1_00000020_00000433_00000001,-1,
H1_00000020_00000433_00000002,-1,
H1_00000020_00000433_00000003,-1,
H1_00000020_00000433_00000004,-1,
H1_00000020_00000433_00000005,-1,
H1_00000020_00000433_00000006,1,321 50
H1_00000020_00000433_00000007,1,316 45
H1_00000020_00000433_00000008,-1,
H1_00000020_00000433_00000009,1,318 23
H1_00000020_00000433_00000010,1,311 17
H1_00000020_00000433_00000011,-1,
H1_00000020_00000433_00000012,-1,
H1_00000020_00000433_00000013,-1,
H1_00000020_00000433_00000014,-1,
H1_00000020_00000433_00000015,-1,
H1_00000020_00000433_00000016,-1,
H1_00000020_00000433_00000017,-1,
H1_00000020_00000433_00000018,-1,
H1_00000020_00000433_00000019,-1,
H1_00000020_00000433_00000020,-1,
H1_00000020_00000433_00000021,-1,
H1_00000020_00000433_00000022,-1,
H1_00000020_00000433_00000023,-1,
H1_00000020_00000433_00000024,-1,
H1_00000021_00000100_00000001,0,
H1_00000021_00000100_00000002,0,
H1_00000021_00000100_00000003,0,
H1_00000021_00000100_00000004,0,
H1_00000021_00000100_00000005,0,
H1_00000021_00000100_00000006,0,
H1_00000021_00000100_00000007,0,
H1_00000021_00000100_00000008,0,
H1_00000021_00000100_00000009,0,
H1_00000021_00000100_00000010,0,
H1_00000021_00000100_00000011,0,
H1_00000021_00000100_00000012,0,
H1_00000021_00000100_00000013,0,
H1_00000021_00000100_00000014,0,
H1_00000021_00000100_00000015,0,
H1_00000021_00000100_00000016,0,
H1_00000021_00000100_00000017,0,
H1_00000021_00000100_00000018,0,
H1_00000021_00000100_00000019,0,
H1_00000021_00000100_00000020,0,
H1_00000021_00000100_00000021,0,
H1_00000021_00000100_00000022,0,
H1_00000021_00000100_00000023,0,
H1_00000021_00000100_00000024,0,
H1_00000021_00000100_00000025,0,
H1_00000021_00000100_00000026,0,
H1_00000021_00000100_00000027,0,
H1_00000022_00000131_00000001,0,
H1_00000022_00000131_00000002,0,
H1_00000022_00000131_00000003,0,
H1_00000022_00000131_00000004,0,
H1_00000022_00000131_00000005,0,
H1_00000022_00000131_00000006,0,
H1_00000022_00000131_00000007,0,
H1_00000022_00000131_00000008,0,
H1_00000022_00000131_00000009,0,
H1_00000022_00000131_00000010,0,
H1_00000022_00000131_00000011,0,
H1_00000022_00000131_00000012,0,
H1_00000022_00000131_00000013,0,
H1_00000022_00000131_00000014,0,
H1_00000022_00000131_00000015,0,
H1_00000022_00000131_00000016,0,
H1_00000022_00000131_00000017,0,
H1_00000022_00000131_00000018,0,
H1_00000022_00000131_00000019,0,
H1_00000022_00000131_00000020,0,
H1_00000022_00000131_00000021,0,
H1_00000022_00000131_00000022,0,
H1_00000022_00000131_00000023,0,
H1_00000022_00000131_00000024,0,
H1_00000022_00000131_00000025,0,
H1_00000022_00000131_00000026,0,
H1_00000022_00000131_00000027,0,
H1_00000022_00000131_00000028,0,
H1_00000022_00000131_00000029,0,
H1_00000023_00000989_00000001,-1,
H1_00000023_00000989_00000002,-1,
H1_00000023_00000989_00000003,-1,
H1_00000023_00000989_00000004,1,404 222
H1_00000023_00000989_00000005,1,410 235 412 234
H1_00000023_00000989_00000006,1,419 234 419 235
H1_00000023_00000989_00000007,1,428 239
H1_00000023_00000989_00000008,1,432 242 432 243
H1_00000023_00000989_00000009,1,434 246 435 246
H1_00000023_00000989_00000010,1,436 248 437 248
H1_00000023_00000989_00000011,1,437 245
H1_00000023_00000989_00000012,1,436 245 437 245
H1_00000023_00000989_00000013,1,436 247 437 246
H1_00000023_00000989_00000014,1,438 244
H1_00000023_00000989_00000015,-1,
H1_00000023_00000989_00000016,-1,
H1_00000023_00000989_00000017,-1,
H1_00000023_00000989_00000018,-1,
H1_00000023_00000989_00000019,-1,
H1_00000023_00000989_00000020,-1,
H1_00000023_00000989_00000021,-1,
H1_00000023_00000989_00000022,-1,
H1_00000023_00000989_00000023,-1,
H1_00000023_00000989_00000024,-1,
H1_00000023_00000989_00000025,-1,
H1_00000023_00000989_00000026,-1,
H1_00000023_00000989_00000027,-1,
H1_00000024_00000305_00000001,-1,
H1_00000024_00000305_00000002,1,158 212 170 211 183 209 195 210
H1_00000024_00000305_00000003,1,149 216 160 214 173 212 186 210
H1_00000024_00000305_00000004,1,139 222 149 220
H1_00000024_00000305_00000005,1,136 226
H1_00000024_00000305_00000006,1,128 233
H1_00000024_00000305_00000007,1,121 238
H1_00000024_00000305_00000008,1,119 243
H1_00000024_00000305_00000009,1,117 248
H1_00000024_00000305_00000010,1,115 254
H1_00000024_00000305_00000011,1,114 262
H1_00000024_00000305_00000012,1,112 268
H1_00000024_00000305_00000013,1,113 274
H1_00000024_00000305_00000014,1,114 280
H1_00000024_00000305_00000015,1,114 284
H1_00000024_00000305_00000016,-1,
H1_00000024_00000305_00000017,-1,
H1_00000024_00000305_00000018,-1,
H1_00000024_00000305_00000019,-1,
H1_00000024_00000305_00000020,1,376 192 384 185
H1_00000024_00000305_00000021,1,138 292 371 196 379 192
H1_00000024_00000305_00000022,1,150 292 365 210 373 203
H1_00000024_00000305_00000023,1,157 288 360 220 367 213
H1_00000024_00000305_00000024,1,157 288 167 286 178 282 351 241 357 235 362 227
H1_00000024_00000305_00000025,1,174 268 184 264 194 258 324 231 336 236 347 237
H1_00000024_00000305_00000026,1,189 261 199 255 208 252 218 246 304 229 314 230 324 232 336 233
H1_00000024_00000305_00000027,1,213 248 224 242 234 238 248 236 260 230 272 227 284 226 294 224 304 222 314 226
H1_00000024_00000305_00000028,1,248 234 259 232 269 228 280 225
H1_00000025_00000601_00000001,0,
H1_00000025_00000601_00000002,0,
H1_00000025_00000601_00000003,0,
H1_00000025_00000601_00000004,0,
H1_00000025_00000601_00000005,0,
H1_00000025_00000601_00000006,0,
H1_00000025_00000601_00000007,0,
H1_00000025_00000601_00000008,0,
H1_00000025_00000601_00000009,0,
H1_00000025_00000601_00000010,0,
H1_00000025_00000601_00000011,0,
H1_00000025_00000601_00000012,0,
H1_00000025_00000601_00000013,0,
H1_00000025_00000601_00000014,0,
H1_00000025_00000601_00000015,0,
H1_00000025_00000601_00000016,0,
H1_00000025_00000601_00000017,0,
H1_00000025_00000601_00000018,0,
H1_00000025_00000601_00000019,0,
H1_00000025_00000601_00000020,0,
H1_00000025_00000601_00000021,0,
H1_00000025_00000601_00000022,0,
H1_00000025_00000601_00000023,0,
H1_00000025_00000601_00000024,0,
H1_00000025_00000601_00000025,0,
H1_00000025_00000601_00000026,0,
H1_00000025_00000601_00000027,0,
H1_00000027_00000987_00000001,-1,
H1_00000027_00000987_00000002,-1,
H1_00000027_00000987_00000003,-1,
H1_00000027_00000987_00000004,-1,
H1_00000027_00000987_00000005,-1,
H1_00000027_00000987_00000006,-1,
H1_00000027_00000987_00000007,-1,
H1_00000027_00000987_00000008,-1,
H1_00000027_00000987_00000009,-1,
H1_00000027_00000987_00000010,-1,
H1_00000027_00000987_00000011,-1,
H1_00000027_00000987_00000012,1,186 432 190 423 196 434 201 426
H1_00000027_00000987_00000013,1,203 436 208 429
H1_00000027_00000987_00000014,1,208 438 210 430
H1_00000027_00000987_00000015,1,224 440 235 442 249 447
H1_00000027_00000987_00000016,1,208 428 211 441
H1_00000027_00000987_00000017,1,242 442 269 436 272 449
H1_00000027_00000987_00000018,-1,
H1_00000027_00000987_00000019,-1,
H1_00000027_00000987_00000020,-1,
H1_00000027_00000987_00000021,-1,
H1_00000027_00000987_00000022,-1,
H1_00000027_00000987_00000023,-1,
H1_00000027_00000987_00000024,-1,
H1_00000027_00000987_00000025,-1,
H1_00000027_00000987_00000026,-1,
H1_00000028_00000127_00000001,0,
H1_00000028_00000127_00000002,0,
H1_00000028_00000127_00000003,0,
H1_00000028_00000127_00000004,0,
H1_00000028_00000127_00000005,0,
H1_00000028_00000127_00000006,0,
H1_00000028_00000127_00000007,0,
H1_00000028_00000127_00000008,0,
H1_00000028_00000127_00000009,0,
H1_00000028_00000127_00000010,0,
H1_00000028_00000127_00000011,0,
H1_00000028_00000127_00000012,0,
